course_id,listing_code,listed_in,rule,kept_as
212696,SOC 147,SOC,collapsed_cross_listing,CSRE 147A
212696,SOC 247,SOC,collapsed_cross_listing,CSRE 147A
212697,SOC 252,SOC,collapsed_cross_listing,SOC 152
212708,ESS 208,ESS,collapsed_cross_listing,EPS 208
212730,GENE 224,GENE,collapsed_cross_listing,BMDS 224
212757,PHIL 281B,PHIL,collapsed_cross_listing,PHIL 181B
212766,HISTORY 324C,HISTORY,collapsed_cross_listing,HISTORY 224C
212766,PEDS 224,PEDS,collapsed_cross_listing,HISTORY 224C
212766,JEWISHST 284C,JEWISHST,collapsed_cross_listing,HISTORY 224C
212766,JEWISHST 384C,JEWISHST,collapsed_cross_listing,HISTORY 224C
212768,ORTHO 120,ORTHO,collapsed_cross_listing,ORTHO 220
212809,ANTHRO 101S,ANTHRO,collapsed_cross_listing,ANTHRO 1S
212809,ANTHRO 201S,ANTHRO,collapsed_cross_listing,ANTHRO 1S
212813,MS&E 489,MS&E,collapsed_cross_listing,DESIGN 368
212837,INTNLREL 142,INTNLREL,collapsed_cross_listing,CSRE 142C
212837,URBANST 135,URBANST,collapsed_cross_listing,CSRE 142C
212837,EARTHSYS 135,EARTHSYS,collapsed_cross_listing,CSRE 142C
212919,EDUC 293,EDUC,collapsed_cross_listing,AMSTUD 293
212919,JEWISHST 293X,JEWISHST,collapsed_cross_listing,AMSTUD 293
212919,RELIGST 234X,RELIGST,collapsed_cross_listing,AMSTUD 293
212919,JEWISHST 193,JEWISHST,collapsed_cross_listing,AMSTUD 293
212919,EDUC 163,EDUC,collapsed_cross_listing,AMSTUD 293
212920,JEWISHST 393X,JEWISHST,collapsed_cross_listing,EDUC 313
212920,RELIGST 313X,RELIGST,collapsed_cross_listing,EDUC 313
212920,JEWISHST 213,JEWISHST,collapsed_cross_listing,EDUC 313
212934,RAD 223,RAD,collapsed_cross_listing,BIOE 223
212937,COMM 135W,COMM,collapsed_cross_listing,AMSTUD 135
212937,COMM 235,COMM,collapsed_cross_listing,AMSTUD 135
212937,COMM 335,COMM,collapsed_cross_listing,AMSTUD 135
212937,POLISCI 234P,POLISCI,collapsed_cross_listing,AMSTUD 135
212937,POLISCI 334P,POLISCI,collapsed_cross_listing,AMSTUD 135
212937,ETHICSOC 135F,ETHICSOC,collapsed_cross_listing,AMSTUD 135
212940,MATSCI 175,MATSCI,collapsed_cross_listing,MATSCI 165
212952,OCEANS 249,OCEANS,collapsed_cross_listing,ESS 249
213044,TAPS 273,TAPS,collapsed_cross_listing,TAPS 173
213070,HISTORY 301A,HISTORY,collapsed_cross_listing,HISTORY 201A
213072,HISTORY 308D,HISTORY,collapsed_cross_listing,HISTORY 208D
213073,HISTORY 391G,HISTORY,collapsed_cross_listing,HISTORY 291G
213074,HISTORY 390E,HISTORY,collapsed_cross_listing,HISTORY 290E
213099,CLASSICS 18N,CLASSICS,collapsed_cross_listing,ARTHIST 100N
213101,POLISCI 121L,POLISCI,collapsed_cross_listing,CSRE 121L
213101,PUBLPOL 121L,PUBLPOL,collapsed_cross_listing,CSRE 121L
213133,ENERGY 432,ENERGY,collapsed_cross_listing,CHEMENG 432
213133,ENERGY 142,ENERGY,collapsed_cross_listing,CHEMENG 432
213139,CHEMENG 170X,CHEMENG,collapsed_cross_listing,CHEMENG 470
213145,SOC 364A,SOC,collapsed_cross_listing,POLISCI 423A
213146,SOC 364B,SOC,collapsed_cross_listing,POLISCI 423B
213147,HISTORY 105C,HISTORY,collapsed_cross_listing,CSRE 105C
213147,FEMGEN 105C,FEMGEN,collapsed_cross_listing,CSRE 105C
213147,INTNLREL 105C,INTNLREL,collapsed_cross_listing,CSRE 105C
213147,HUMRTS 112,HUMRTS,collapsed_cross_listing,CSRE 105C
213152,HISTORY 5C,HISTORY,collapsed_cross_listing,CSRE 5C
213152,FEMGEN 5C,FEMGEN,collapsed_cross_listing,CSRE 5C
213152,INTNLREL 5C,INTNLREL,collapsed_cross_listing,CSRE 5C
213171,PUBLPOL 55N,PUBLPOL,collapsed_cross_listing,ECON 25N
213247,COMPLIT 12Q,COMPLIT,collapsed_cross_listing,ARTSINST 11Q
213259,BIO 126,BIO,collapsed_cross_listing,APPPHYS 205
213259,BIO 226,BIO,collapsed_cross_listing,APPPHYS 205
213285,CHINA 374,CHINA,collapsed_cross_listing,CHINA 174
213301,KOREA 120,KOREA,collapsed_cross_listing,COMPLIT 222
213301,KOREA 220,KOREA,collapsed_cross_listing,COMPLIT 222
213315,HISTORY 3F,HISTORY,collapsed_cross_listing,HISTORY 103F
213352,ILAC 140,ILAC,collapsed_cross_listing,CHILATST 140
213396,INTNLREL 168W,INTNLREL,collapsed_cross_listing,HISTORY 152K
213396,INTNLREL 168,INTNLREL,collapsed_cross_listing,HISTORY 152K
213405,EDUC 231,EDUC,collapsed_cross_listing,AMSTUD 231X
213405,JEWISHST 291X,JEWISHST,collapsed_cross_listing,AMSTUD 231X
213405,RELIGST 231X,RELIGST,collapsed_cross_listing,AMSTUD 231X
213405,EDUC 130,EDUC,collapsed_cross_listing,AMSTUD 231X
213414,HISTORY 116N,HISTORY,collapsed_cross_listing,EDUC 116N
213437,ANTHRO 232,ANTHRO,collapsed_cross_listing,ANTHRO 132
213463,PHIL 193C,PHIL,collapsed_cross_listing,COMPLIT 154A
213463,FRENCH 154,FRENCH,collapsed_cross_listing,COMPLIT 154A
213463,ITALIAN 154,ITALIAN,collapsed_cross_listing,COMPLIT 154A
213463,ENGLISH 154F,ENGLISH,collapsed_cross_listing,COMPLIT 154A
213467,INTNLREL 154,INTNLREL,collapsed_cross_listing,HISTORY 166C
213506,RELIGST 352,RELIGST,collapsed_cross_listing,RELIGST 252
213523,URBANST 150,URBANST,collapsed_cross_listing,AMSTUD 150X
213523,HISTORY 252E,HISTORY,collapsed_cross_listing,AMSTUD 150X
213572,GERMAN 222,GERMAN,collapsed_cross_listing,COMPLIT 222A
213572,GERMAN 322,GERMAN,collapsed_cross_listing,COMPLIT 222A
213572,JEWISHST 242G,JEWISHST,collapsed_cross_listing,COMPLIT 222A
213572,JEWISHST 342,JEWISHST,collapsed_cross_listing,COMPLIT 222A
213613,HISTORY 326E,HISTORY,collapsed_cross_listing,HISTORY 226E
213613,PEDS 226,PEDS,collapsed_cross_listing,HISTORY 226E
213634,FRENCH 251,FRENCH,collapsed_cross_listing,ITALIAN 251
213634,ITALIAN 351,ITALIAN,collapsed_cross_listing,ITALIAN 251
213634,FRENCH 351,FRENCH,collapsed_cross_listing,ITALIAN 251
213650,POLISCI 347G,POLISCI,collapsed_cross_listing,POLISCI 247G
213658,EARTHSYS 152,EARTHSYS,collapsed_cross_listing,EARTHSYS 252
213658,ESS 152,ESS,collapsed_cross_listing,EARTHSYS 252
213658,ESS 252,ESS,collapsed_cross_listing,EARTHSYS 252
213658,OCEANS 252,OCEANS,collapsed_cross_listing,EARTHSYS 252
213658,OCEANS 152,OCEANS,collapsed_cross_listing,EARTHSYS 252
213659,EARTHSYS 151,EARTHSYS,collapsed_cross_listing,EARTHSYS 251
213659,ESS 151,ESS,collapsed_cross_listing,EARTHSYS 251
213659,ESS 251,ESS,collapsed_cross_listing,EARTHSYS 251
213663,RAD 225,RAD,collapsed_cross_listing,BIOE 225
213663,BMP 225,BMP,collapsed_cross_listing,BIOE 225
213670,MED 273,MED,collapsed_cross_listing,BIOE 273
213737,ARCHLGY 224,ARCHLGY,collapsed_cross_listing,ARCHLGY 124
213759,PHYSICS 252,PHYSICS,collapsed_cross_listing,PHYSICS 152
213771,SLAVIC 388,SLAVIC,collapsed_cross_listing,SLAVIC 188
213772,SLAVIC 145,SLAVIC,collapsed_cross_listing,REES 345C
213772,SLAVIC 345E,SLAVIC,collapsed_cross_listing,REES 345C
213773,SLAVIC 148,SLAVIC,collapsed_cross_listing,REES 348
213773,SLAVIC 348,SLAVIC,collapsed_cross_listing,REES 348
213802,FRENCH 133,FRENCH,collapsed_cross_listing,AFRICAAM 133
213802,JEWISHST 143,JEWISHST,collapsed_cross_listing,AFRICAAM 133
213802,COMPLIT 133,COMPLIT,collapsed_cross_listing,AFRICAAM 133
213802,COMPLIT 233A,COMPLIT,collapsed_cross_listing,AFRICAAM 133
213802,CSRE 133E,CSRE,collapsed_cross_listing,AFRICAAM 133
213842,PHIL 267D,PHIL,collapsed_cross_listing,PHIL 167D
213842,SYMSYS 167D,SYMSYS,collapsed_cross_listing,PHIL 167D
213844,RELIGST 246,RELIGST,collapsed_cross_listing,AMSTUD 246
213844,RELIGST 346,RELIGST,collapsed_cross_listing,AMSTUD 246
213844,HISTORY 256G,HISTORY,collapsed_cross_listing,AMSTUD 246
213844,HISTORY 356G,HISTORY,collapsed_cross_listing,AMSTUD 246
213844,CSRE 246,CSRE,collapsed_cross_listing,AMSTUD 246
213854,INTNLREL 173,INTNLREL,collapsed_cross_listing,HISTORY 261G
213910,GENE 200,GENE,collapsed_cross_listing,DBIO 200
214036,ITALIAN 232B,ITALIAN,collapsed_cross_listing,HISTORY 232B
214095,CEE 177L,CEE,collapsed_cross_listing,CEE 277L
214116,RAD 226,RAD,collapsed_cross_listing,BIOE 226
214116,BMP 226,BMP,collapsed_cross_listing,BIOE 226
214117,EDUC 335,EDUC,collapsed_cross_listing,EDUC 135
214126,RELIGST 281,RELIGST,collapsed_cross_listing,AMSTUD 281
214126,RELIGST 381,RELIGST,collapsed_cross_listing,AMSTUD 281
214126,ASNAMST 281,ASNAMST,collapsed_cross_listing,AMSTUD 281
214149,FRENCH 205,FRENCH,collapsed_cross_listing,FEMGEN 205
214149,FRENCH 305,FRENCH,collapsed_cross_listing,FEMGEN 205
214149,ITALIAN 205,ITALIAN,collapsed_cross_listing,FEMGEN 205
214149,ITALIAN 305,ITALIAN,collapsed_cross_listing,FEMGEN 205
214160,FRENCH 328,FRENCH,collapsed_cross_listing,COMPLIT 328
214160,ITALIAN 328,ITALIAN,collapsed_cross_listing,COMPLIT 328
214160,ENGLISH 328,ENGLISH,collapsed_cross_listing,COMPLIT 328
214164,ITALIAN 238A,ITALIAN,collapsed_cross_listing,COMPLIT 238A
214164,ITALIAN 338A,ITALIAN,collapsed_cross_listing,COMPLIT 238A
214167,PUBLPOL 232,PUBLPOL,collapsed_cross_listing,PUBLPOL 132
214168,ENGR 104S,ENGR,collapsed_cross_listing,EDUC 118S
214218,ARTHIST 408B,ARTHIST,collapsed_cross_listing,ARTHIST 208B
214248,URBANST 173,URBANST,collapsed_cross_listing,PUBLPOL 174
214261,ITALIAN 238B,ITALIAN,collapsed_cross_listing,COMPLIT 238B
214261,ITALIAN 338B,ITALIAN,collapsed_cross_listing,COMPLIT 238B
214341,FEMGEN 244F,FEMGEN,collapsed_cross_listing,ENGLISH 244F
214439,FRENCH 338,FRENCH,collapsed_cross_listing,COMPLIT 338
214439,ENGLISH 338,ENGLISH,collapsed_cross_listing,COMPLIT 338
214447,TAPS 184B,TAPS,collapsed_cross_listing,MUSIC 184B
214458,RELIGST 86,RELIGST,collapsed_cross_listing,CLASSICS 43
214458,JEWISHST 86,JEWISHST,collapsed_cross_listing,CLASSICS 43
214458,HISTORY 111B,HISTORY,collapsed_cross_listing,CLASSICS 43
214465,SLAVIC 129,SLAVIC,collapsed_cross_listing,REES 229
214465,SLAVIC 329,SLAVIC,collapsed_cross_listing,REES 229
214488,COMM 251,COMM,collapsed_cross_listing,COMM 151
214488,POLISCI 125P,POLISCI,collapsed_cross_listing,COMM 151
214488,ETHICSOC 151,ETHICSOC,collapsed_cross_listing,COMM 151
214563,CS 265,CS,collapsed_cross_listing,CME 309
214573,CLASSICS 154,CLASSICS,collapsed_cross_listing,ARCHLGY 145
214576,CLASSICS 168,CLASSICS,collapsed_cross_listing,ARCHLGY 118
214579,TAPS 167,TAPS,collapsed_cross_listing,CLASSICS 112
214582,ARTHIST 102B,ARTHIST,collapsed_cross_listing,ARTHIST 302B
214582,HISTORY 202B,HISTORY,collapsed_cross_listing,ARTHIST 302B
214582,HISTORY 302B,HISTORY,collapsed_cross_listing,ARTHIST 302B
214582,HISTORY 402B,HISTORY,collapsed_cross_listing,ARTHIST 302B
214591,SUSTAIN 376,SUSTAIN,collapsed_cross_listing,BIOE 376
214594,HISTORY 303,HISTORY,collapsed_cross_listing,HISTORY 203
214642,JEWISHST 227D,JEWISHST,collapsed_cross_listing,JEWISHST 127D
214642,RELIGST 170D,RELIGST,collapsed_cross_listing,JEWISHST 127D
214686,HRP 249,HRP,collapsed_cross_listing,ECON 249
214686,MED 249,MED,collapsed_cross_listing,ECON 249
214707,PEDS 263,PEDS,collapsed_cross_listing,MS&E 263
214754,PHIL 227,PHIL,collapsed_cross_listing,PHIL 127
214764,PHIL 207B,PHIL,collapsed_cross_listing,PHIL 107B
214765,PHIL 108B,PHIL,collapsed_cross_listing,PHIL 208B
214773,PWR 91JS,PWR,collapsed_cross_listing,EARTHSYS 157
214780,GEP 253,GEP,collapsed_cross_listing,ECON 253
214824,NATIVEAM 115,NATIVEAM,collapsed_cross_listing,AMSTUD 115A
214824,HISTORY 255A,HISTORY,collapsed_cross_listing,AMSTUD 115A
214833,INTNLREL 174,INTNLREL,collapsed_cross_listing,HISTORY 252B
214848,ME 244,ME,collapsed_cross_listing,BIOE 283
214848,BIOPHYS 244,BIOPHYS,collapsed_cross_listing,BIOE 283
214849,SUSTAIN 377,SUSTAIN,collapsed_cross_listing,BIOE 377
214868,CLASSICS 372,CLASSICS,collapsed_cross_listing,ARCHLGY 342
214912,CLASSICS 52,CLASSICS,collapsed_cross_listing,ARCHLGY 52
214924,ARCHLGY 226,ARCHLGY,collapsed_cross_listing,ARCHLGY 126
214924,BIO 286,BIO,collapsed_cross_listing,ARCHLGY 126
214957,ENVRES 250,ENVRES,collapsed_cross_listing,EARTHSYS 254
214979,NATIVEAM 121,NATIVEAM,collapsed_cross_listing,AMSTUD 121D
214979,CSRE 121,CSRE,collapsed_cross_listing,AMSTUD 121D
214994,CEE 279D,CEE,collapsed_cross_listing,CEE 179D
214995,CEE 279E,CEE,collapsed_cross_listing,CEE 179E
215016,POLISCI 124A,POLISCI,collapsed_cross_listing,AMSTUD 124A
215016,ENGLISH 124,ENGLISH,collapsed_cross_listing,AMSTUD 124A
215016,ARTHIST 152,ARTHIST,collapsed_cross_listing,AMSTUD 124A
215016,HISTORY 151,HISTORY,collapsed_cross_listing,AMSTUD 124A
215019,CEE 32D,CEE,collapsed_cross_listing,ARTHIST 232D
215031,CSRE 133A,CSRE,collapsed_cross_listing,ANTHRO 133A
215071,EE 292T,EE,collapsed_cross_listing,CEE 272T
215100,PUBLPOL 234,PUBLPOL,collapsed_cross_listing,PUBLPOL 134
215127,CEE 220A,CEE,collapsed_cross_listing,CEE 120A
215128,CEE 220B,CEE,collapsed_cross_listing,CEE 120B
215173,ITALIAN 398,ITALIAN,collapsed_cross_listing,FRENCH 398
215223,STATS 331,STATS,collapsed_cross_listing,BMDS 252
215241,EE 207,EE,collapsed_cross_listing,BIOE 313
215278,PUBLPOL 122,PUBLPOL,collapsed_cross_listing,BIOE 122
215278,EMED 122,EMED,collapsed_cross_listing,BIOE 122
215278,PUBLPOL 222,PUBLPOL,collapsed_cross_listing,BIOE 122
215278,EMED 222,EMED,collapsed_cross_listing,BIOE 122
215295,CEE 107S,CEE,collapsed_cross_listing,CEE 207S
215336,INTNLREL 182,INTNLREL,collapsed_cross_listing,HISTORY 210G
215352,ENGR 391,ENGR,collapsed_cross_listing,EDUC 391
215361,MED 226,MED,collapsed_cross_listing,EPI 237
215361,INTLPOL 290,INTLPOL,collapsed_cross_listing,EPI 237
215367,HUMBIO 113S,HUMBIO,collapsed_cross_listing,CHPR 113
215388,MUSIC 161E,MUSIC,collapsed_cross_listing,AFRICAAM 161E
215452,JEWISHST 37Q,JEWISHST,collapsed_cross_listing,COMPLIT 37Q
215456,EPS 228,EPS,collapsed_cross_listing,EARTHSYS 128
215456,EPS 128,EPS,collapsed_cross_listing,EARTHSYS 128
215462,EDUC 280,EDUC,collapsed_cross_listing,CTL 280
215462,PHYSICS 295,PHYSICS,collapsed_cross_listing,CTL 280
215462,ENGR 295,ENGR,collapsed_cross_listing,CTL 280
215545,HISTORY 190,HISTORY,collapsed_cross_listing,HISTORY 90
215546,HISTORY 293E,HISTORY,collapsed_cross_listing,FEMGEN 293E
215546,HISTORY 393E,HISTORY,collapsed_cross_listing,FEMGEN 293E
215546,RELIGST 357X,RELIGST,collapsed_cross_listing,FEMGEN 293E
215546,RELIGST 257X,RELIGST,collapsed_cross_listing,FEMGEN 293E
215547,HISTORY 322A,HISTORY,collapsed_cross_listing,HISTORY 222
215573,CEE 220C,CEE,collapsed_cross_listing,CEE 120C
215575,ENGR 65,ENGR,collapsed_cross_listing,EE 65
215584,EARTHSYS 79C,EARTHSYS,collapsed_cross_listing,EARTHSYS 179C
215584,HISTORY 79C,HISTORY,collapsed_cross_listing,EARTHSYS 179C
215584,HISTORY 179C,HISTORY,collapsed_cross_listing,EARTHSYS 179C
215603,HISTORY 340,HISTORY,collapsed_cross_listing,HISTORY 240
215605,HISTORY 1A,HISTORY,collapsed_cross_listing,CLASSICS 76
215615,PEDS 60Q,PEDS,collapsed_cross_listing,INTNLREL 60Q
215664,CLASSICS 56,CLASSICS,collapsed_cross_listing,ARTHIST 1A
215675,TAPS 184C,TAPS,collapsed_cross_listing,MUSIC 184C
215676,GEOPHYS 205,GEOPHYS,collapsed_cross_listing,EPS 306
215676,ESS 204,ESS,collapsed_cross_listing,EPS 306
215679,BIO 239,BIO,collapsed_cross_listing,BIO 115
215702,CLASSICS 81,CLASSICS,collapsed_cross_listing,ARCHLGY 81
215702,HISTORY 117,HISTORY,collapsed_cross_listing,ARCHLGY 81
215726,ENGLISH 152K,ENGLISH,collapsed_cross_listing,AFRICAAM 226
215726,AMSTUD 152K,AMSTUD,collapsed_cross_listing,AFRICAAM 226
215726,CSRE 152K,CSRE,collapsed_cross_listing,AFRICAAM 226
215727,POLISCI 354,POLISCI,collapsed_cross_listing,POLISCI 153
215771,EDUC 203A,EDUC,collapsed_cross_listing,EDUC 103A
215802,EE 253,EE,collapsed_cross_listing,EE 153
215818,CHILATST 177A,CHILATST,collapsed_cross_listing,CSRE 177E
215818,EDUC 177A,EDUC,collapsed_cross_listing,CSRE 177E
215840,CS 238,CS,collapsed_cross_listing,AA 228
215848,ANTHRO 286,ANTHRO,collapsed_cross_listing,ANTHRO 186
215848,HUMBIO 146,HUMBIO,collapsed_cross_listing,ANTHRO 186
215848,PSYC 286,PSYC,collapsed_cross_listing,ANTHRO 186
215848,PSYCH 178,PSYCH,collapsed_cross_listing,ANTHRO 186
215881,POLISCI 444A,POLISCI,collapsed_cross_listing,POLISCI 244A
215905,CHILATST 177B,CHILATST,collapsed_cross_listing,CSRE 177F
215905,EDUC 177B,EDUC,collapsed_cross_listing,CSRE 177F
215914,CLASSICS 367,CLASSICS,collapsed_cross_listing,ARCHLGY 367
215916,MED 124,MED,collapsed_cross_listing,HUMBIO 124C
215942,CS 279,CS,collapsed_cross_listing,BIOE 279
215942,CME 279,CME,collapsed_cross_listing,BIOE 279
215942,BMDS 245,BMDS,collapsed_cross_listing,BIOE 279
215942,BIOPHYS 279,BIOPHYS,collapsed_cross_listing,BIOE 279
215945,STATS 363,STATS,collapsed_cross_listing,STATS 263
215976,HISTORY 115D,HISTORY,collapsed_cross_listing,HISTORY 15D
215976,RELIGST 115X,RELIGST,collapsed_cross_listing,HISTORY 15D
215991,CS 239,CS,collapsed_cross_listing,AA 229
216033,POLISCI 213E,POLISCI,collapsed_cross_listing,INTNLREL 122
216043,SOMGEN 206,SOMGEN,collapsed_cross_listing,FEMGEN 206
216044,FEMGEN 230A,FEMGEN,collapsed_cross_listing,CHPR 230
216045,RAD 229,RAD,collapsed_cross_listing,BMP 229
216048,TAPS 267,TAPS,collapsed_cross_listing,TAPS 167H
216058,ARTHIST 417B,ARTHIST,collapsed_cross_listing,ARTHIST 217B
216073,ARTHIST 388B,ARTHIST,collapsed_cross_listing,ARTHIST 188B
216073,EASTASN 388B,EASTASN,collapsed_cross_listing,ARTHIST 188B
216073,CHINA 188B,CHINA,collapsed_cross_listing,ARTHIST 188B
216073,CHINA 388B,CHINA,collapsed_cross_listing,ARTHIST 188B
216083,HISTORY 155,HISTORY,collapsed_cross_listing,AMSTUD 155
216092,ECON 143,ECON,collapsed_cross_listing,EBS 143
216092,PUBLPOL 143,PUBLPOL,collapsed_cross_listing,EBS 143
216092,POLISCI 127A,POLISCI,collapsed_cross_listing,EBS 143
216092,INTLPOL 227,INTLPOL,collapsed_cross_listing,EBS 143
216095,OCEANS 141H,OCEANS,collapsed_cross_listing,BIO 140
216113,DESIGN 259,DESIGN,collapsed_cross_listing,BIOE 177
216124,CSRE 346B,CSRE,collapsed_cross_listing,CSRE 146B
216124,URBANST 123B,URBANST,collapsed_cross_listing,CSRE 146B
216130,PHIL 74A,PHIL,collapsed_cross_listing,ETHICSOC 174
216130,HUMBIO 174A,HUMBIO,collapsed_cross_listing,ETHICSOC 174
216137,CLASSICS 208L,CLASSICS,collapsed_cross_listing,CLASSICS 6L
216137,RELIGST 173X,RELIGST,collapsed_cross_listing,CLASSICS 6L
216153,PHIL 210C,PHIL,collapsed_cross_listing,PHIL 110C
216199,STATS 311,STATS,collapsed_cross_listing,EE 377
216217,GERMAN 150,GERMAN,collapsed_cross_listing,COMPLIT 114
216217,JEWISHST 145,JEWISHST,collapsed_cross_listing,COMPLIT 114
216221,RAD 221,RAD,collapsed_cross_listing,BIOE 221
216221,BMP 221,BMP,collapsed_cross_listing,BIOE 221
216242,CEE 32G,CEE,collapsed_cross_listing,ARTHIST 142
216261,TAPS 138,TAPS,collapsed_cross_listing,MUSIC 184F
216285,POLISCI 141,POLISCI,collapsed_cross_listing,FEMGEN 141P
216290,DLCL 111Q,DLCL,collapsed_cross_listing,COMPLIT 111Q
216290,ILAC 111Q,ILAC,collapsed_cross_listing,COMPLIT 111Q
216302,TAPS 371P,TAPS,collapsed_cross_listing,TAPS 101P
216364,ESS 307,ESS,collapsed_cross_listing,EPS 307
216366,HISTORY 6W,HISTORY,collapsed_cross_listing,FEMGEN 6W
216366,HUMRTS 6W,HUMRTS,collapsed_cross_listing,FEMGEN 6W
216367,HISTORY 7W,HISTORY,collapsed_cross_listing,FEMGEN 7W
216367,HUMRTS 7W,HUMRTS,collapsed_cross_listing,FEMGEN 7W
216403,POLISCI 327C,POLISCI,collapsed_cross_listing,COMM 361
216411,EE 367,EE,collapsed_cross_listing,CS 448I
216413,FRENCH 368A,FRENCH,collapsed_cross_listing,COMPLIT 368A
216413,ENGLISH 368A,ENGLISH,collapsed_cross_listing,COMPLIT 368A
216450,ARTSTUDI 248P,ARTSTUDI,collapsed_cross_listing,ARTSTUDI 148P
216476,ARCHLGY 111B,ARCHLGY,collapsed_cross_listing,ANTHRO 111C
216476,NATIVEAM 111B,NATIVEAM,collapsed_cross_listing,ANTHRO 111C
216479,MUSIC 6F,MUSIC,collapsed_cross_listing,ARTSINST 6F
216488,PUBLPOL 205,PUBLPOL,collapsed_cross_listing,PUBLPOL 105
216492,CEE 132H,CEE,collapsed_cross_listing,CEE 32H
216530,PSYCH 103,PSYCH,collapsed_cross_listing,CSRE 118
216552,ARCHLGY 134,ARCHLGY,collapsed_cross_listing,ANTHRO 134D
216552,ARCHLGY 234,ARCHLGY,collapsed_cross_listing,ANTHRO 134D
216552,ARTHIST 284B,ARTHIST,collapsed_cross_listing,ANTHRO 134D
216591,COMPLIT 10SC,COMPLIT,collapsed_cross_listing,CHINA 10SC
216607,ANTHRO 41,ANTHRO,collapsed_cross_listing,AFRICAAM 41
216607,CSRE 41A,CSRE,collapsed_cross_listing,AFRICAAM 41
216607,FEMGEN 41,FEMGEN,collapsed_cross_listing,AFRICAAM 41
216653,ESS 107,ESS,collapsed_cross_listing,EARTHSYS 107
216678,SURG 143,SURG,collapsed_cross_listing,ARTSTUDI 243
216698,COMM 277G,COMM,collapsed_cross_listing,COMM 177G
216698,EARTHSYS 292,EARTHSYS,collapsed_cross_listing,COMM 177G
216698,EARTHSYS 192,EARTHSYS,collapsed_cross_listing,COMM 177G
216725,ENGLISH 125C,ENGLISH,collapsed_cross_listing,AMSTUD 125C
216727,ENGLISH 159,ENGLISH,collapsed_cross_listing,AFRICAAM 159
216727,FEMGEN 159,FEMGEN,collapsed_cross_listing,AFRICAAM 159
216727,AMSTUD 159,AMSTUD,collapsed_cross_listing,AFRICAAM 159
216769,DESIGN 297,DESIGN,collapsed_cross_listing,CS 377E
216807,PSYCH 237,PSYCH,collapsed_cross_listing,CHPR 228
216807,MED 281,MED,collapsed_cross_listing,CHPR 228
216827,FEMGEN 243F,FEMGEN,collapsed_cross_listing,FEMGEN 344F
216827,HISTORY 344F,HISTORY,collapsed_cross_listing,FEMGEN 344F
216827,HISTORY 244F,HISTORY,collapsed_cross_listing,FEMGEN 344F
216827,HISTORY 444F,HISTORY,collapsed_cross_listing,FEMGEN 344F
216855,HISTORY 305E,HISTORY,collapsed_cross_listing,HISTORY 205E
216855,ILAC 267E,ILAC,collapsed_cross_listing,HISTORY 205E
216882,HISTORY 252,HISTORY,collapsed_cross_listing,AMSTUD 252
216882,HISTORY 352,HISTORY,collapsed_cross_listing,AMSTUD 252
216884,HISTORY 304D,HISTORY,collapsed_cross_listing,HISTORY 204D
216895,HISTORY 359E,HISTORY,collapsed_cross_listing,HISTORY 259E
216895,INTNLREL 168A,INTNLREL,collapsed_cross_listing,HISTORY 259E
216897,ARTHIST 382B,ARTHIST,collapsed_cross_listing,ARTHIST 182B
216901,HISTORY 390,HISTORY,collapsed_cross_listing,HISTORY 290
216901,KOREA 190X,KOREA,collapsed_cross_listing,HISTORY 290
216901,KOREA 290X,KOREA,collapsed_cross_listing,HISTORY 290
216903,AMSTUD 173,AMSTUD,collapsed_cross_listing,AMSTUD 73
216903,HISTORY 73,HISTORY,collapsed_cross_listing,AMSTUD 73
216903,HISTORY 173,HISTORY,collapsed_cross_listing,AMSTUD 73
216903,CHILATST 173,CHILATST,collapsed_cross_listing,AMSTUD 73
216903,CHILATST 73,CHILATST,collapsed_cross_listing,AMSTUD 73
216915,MED 212,MED,collapsed_cross_listing,CHPR 212
216915,HRP 218,HRP,collapsed_cross_listing,CHPR 212
216952,ENGR 42,ENGR,collapsed_cross_listing,EE 42
216982,ARTHIST 264B,ARTHIST,collapsed_cross_listing,AMSTUD 143X
216982,FILMEDIA 264B,FILMEDIA,collapsed_cross_listing,AMSTUD 143X
217008,HUMBIO 124,HUMBIO,collapsed_cross_listing,CHPR 224
217008,FEMGEN 237,FEMGEN,collapsed_cross_listing,CHPR 224
217009,CS 233,CS,collapsed_cross_listing,CME 251
217012,COMM 238,COMM,collapsed_cross_listing,COMM 138
217026,MATH 158,MATH,collapsed_cross_listing,CME 298
217048,SOMGEN 207,SOMGEN,collapsed_cross_listing,INTLPOL 291
217048,PUBLPOL 291,PUBLPOL,collapsed_cross_listing,INTLPOL 291
217096,PEDS 463,PEDS,collapsed_cross_listing,MS&E 463
217124,MI 221,MI,collapsed_cross_listing,BIOE 221G
217124,GENE 208,GENE,collapsed_cross_listing,BIOE 221G
217131,AMSTUD 363,AMSTUD,collapsed_cross_listing,AMSTUD 163A
217131,ARTHIST 163,ARTHIST,collapsed_cross_listing,AMSTUD 163A
217131,FEMGEN 163,FEMGEN,collapsed_cross_listing,AMSTUD 163A
217131,ARTHIST 363,ARTHIST,collapsed_cross_listing,AMSTUD 163A
217131,FEMGEN 363,FEMGEN,collapsed_cross_listing,AMSTUD 163A
217154,POLISCI 355A,POLISCI,collapsed_cross_listing,POLISCI 150A
217159,POLISCI 355B,POLISCI,collapsed_cross_listing,POLISCI 150B
